population,average_monthly_income,daily_foot_traffic,nearby_competitors,monthly_rent,distance_to_mall_km,nearby_retail_stores,estimated_monthly_customers,average_purchase_value,monthly_operating_cost,local_demand_score,target_age_group_score,profitable
486467,9161.98,14360,12,15590.81,14.97,78,3500,337.94,22338.12,8.0,2.6,1
366600,11372.32,23592,9,17205.56,5.44,125,3500,430.35,21479.47,7.5,2.4,1
325557,7839.87,14794,2,15798.96,13.46,10,3500,337.67,25000.0,9.1,4.2,1
460016,10562.92,23519,0,12990.25,5.79,28,3500,500.92,17939.25,7.8,1.9,1
369383,10136.19,4121,11,10765.36,10.37,125,679,394.86,14166.8,6.6,2.4,0
314462,3320.1,22199,6,14465.38,9.01,147,3500,40.0,13676.07,4.3,8.6,0
260875,6601.08,17638,14,8425.84,0.89,89,3500,185.83,21358.07,1.9,2.5,0
473389,2727.7,2847,14,16984.86,1.27,137,1007,124.01,25000.0,5.1,2.0,0
80390,8662.61,15382,4,13866.61,0.41,93,2364,272.76,21095.56,9.3,8.9,1
193401,11473.95,17610,13,14258.29,5.63,40,3500,415.68,24203.68,6.2,5.0,1
263490,2939.44,5423,9,11182.78,11.21,92,567,118.19,21479.98,2.7,2.4,0
53088,9205.77,19533,14,17819.35,2.67,49,3500,245.76,25000.0,6.8,6.2,1
257940,8138.5,16111,6,5788.28,9.13,14,3500,306.55,11649.5,5.2,1.4,1
375340,7627.85,15867,0,8241.81,4.4,58,3500,246.87,15806.53,9.4,4.8,1
443027,5596.26,19699,7,15775.21,11.98,74,1351,148.89,15902.33,2.4,6.3,0
327623,5228.88,9566,2,10362.23,12.0,89,798,169.05,22838.88,7.4,9.6,0
226464,1975.12,3779,6,17895.07,11.65,36,306,40.0,25000.0,7.1,3.9,0
228441,3788.04,19868,11,7581.59,7.92,47,3500,175.0,18323.37,9.9,7.9,1
292107,1659.36,4307,2,8017.27,4.34,122,1037,126.2,14317.39,6.1,2.2,0
327267,7604.88,24760,13,17885.98,12.16,125,3500,285.97,22764.15,8.8,4.9,1
135911,2611.46,22983,2,9823.04,2.87,19,3500,74.65,15518.2,1.2,3.0,0
374612,10666.7,14465,9,10806.37,4.42,70,1163,405.96,14458.13,2.1,5.4,0
233777,6993.0,16623,8,7322.51,2.84,147,2042,224.31,14719.3,4.1,4.8,1
345621,8846.74,17491,12,6256.73,10.15,119,1092,289.43,7700.17,6.6,9.8,1
286532,5814.0,23053,1,13463.03,10.32,85,3500,150.28,25000.0,5.0,9.3,1
15569,7386.09,24674,13,3276.97,9.82,24,3500,228.97,10134.23,2.8,6.2,1
79836,11397.92,22457,3,17706.18,6.29,10,3500,537.52,25000.0,6.3,2.6,1
114573,2368.71,1134,5,15804.86,1.59,83,208,60.23,24059.42,6.1,6.0,0
439802,4166.35,13271,13,4624.22,13.68,129,873,40.0,9468.63,5.7,8.1,0
268090,9689.88,17958,2,14186.38,7.67,149,2342,358.24,16235.79,1.8,1.3,1
153087,2536.74,18798,11,12450.03,6.16,124,3500,40.0,24903.8,9.3,4.9,0
55002,2294.44,14840,9,4506.17,8.87,30,3500,94.75,15642.58,6.3,1.4,0
257666,5296.18,1088,13,6190.87,2.97,26,100,209.43,10198.3,3.4,3.2,0
147326,2467.76,3731,9,8770.74,2.07,68,360,101.5,9893.38,7.2,1.8,0
420360,7643.32,6851,6,14285.61,6.14,62,1853,303.7,22488.4,3.9,9.6,1
165286,3875.89,4338,6,13135.74,3.49,41,1129,136.4,16447.81,5.6,2.5,0
221791,10904.83,2473,14,11112.46,3.74,82,334,363.4,13767.27,4.1,2.4,0
212846,9726.75,14846,4,15599.8,13.4,125,3500,385.34,24034.03,8.9,9.7,1
147162,8846.9,5544,2,15400.82,8.01,32,547,404.82,23151.05,9.9,5.6,0
152709,7977.91,10747,1,12739.32,7.3,53,3500,409.8,18449.82,2.5,7.8,1
163487,10566.39,12172,14,15952.81,10.37,71,1464,410.76,25000.0,1.2,3.9,0
34071,3842.15,10771,14,7351.0,14.28,107,909,147.21,16716.1,3.0,5.8,0
68243,10667.64,22987,3,17743.74,1.77,130,3500,451.73,25000.0,6.3,1.1,1
397971,9789.67,7183,13,12683.29,12.52,97,836,466.25,14623.82,2.6,4.7,0
380359,9355.69,22721,14,16624.91,8.8,91,3500,349.91,19156.32,8.3,6.0,1
182312,7393.18,11744,12,11379.3,2.28,91,3125,330.36,12462.2,4.7,5.6,1
267218,4085.56,7283,3,5150.33,4.53,59,1510,122.28,10079.8,6.5,4.7,1
224879,5947.25,6094,10,11305.79,7.29,143,1573,254.38,23677.75,5.1,8.1,1
373714,9832.49,4322,7,8051.12,10.4,17,732,441.83,20958.03,9.1,5.5,0
436650,1833.67,3889,7,14252.48,3.71,132,266,40.0,23287.01,1.3,6.7,0
341868,9711.53,6414,12,10040.08,8.07,68,2259,362.2,16805.69,7.6,2.7,1
387503,4020.74,18664,4,16886.14,10.3,55,3500,208.57,25000.0,6.9,8.8,1
347841,3015.25,4188,12,13883.38,6.79,80,344,151.42,20302.03,6.8,4.3,0
38732,2714.86,15183,5,14006.34,12.96,26,2957,160.39,13250.68,4.7,5.3,1
131465,1786.13,13580,7,5125.95,13.05,64,3402,113.87,12620.87,1.1,4.2,1
414530,6997.66,10416,14,19700.75,7.11,134,1221,262.85,25000.0,7.2,9.0,0
427170,3791.73,24095,0,16991.83,14.6,60,3500,261.63,19048.19,8.5,9.1,1
67108,11889.03,5537,4,15991.09,1.23,101,1219,482.41,17435.69,1.8,3.0,0
490260,7531.59,13953,3,7274.09,0.15,7,1709,148.48,11378.79,5.0,7.8,1
490721,2947.8,23203,15,11177.0,5.77,59,2375,103.79,19048.76,2.5,1.9,0
121195,8732.01,9140,3,3604.96,9.06,88,2629,325.82,6782.8,6.5,1.3,1
375225,10926.31,581,10,11231.04,9.48,32,100,476.81,20349.1,8.1,8.5,0
46668,9324.38,6778,1,3771.9,7.2,128,903,350.42,10512.29,7.0,2.2,1
295205,2302.62,16578,9,11507.72,1.96,12,3500,147.05,15799.7,3.9,2.4,0
351396,10906.78,23883,0,13325.72,2.64,7,3500,464.18,23154.58,2.3,6.5,1
49749,9836.26,16036,13,8413.72,12.8,98,2292,343.45,15309.8,8.1,8.4,1
140560,3162.19,18290,14,10472.35,13.03,93,3500,119.47,15297.09,3.9,2.7,0
376824,2043.75,7910,5,17637.41,10.14,98,2108,42.97,25000.0,1.2,2.0,0
157979,7351.76,16426,6,3062.7,10.0,93,2689,303.31,9237.43,6.1,1.7,1
159849,3138.38,16000,4,16042.92,9.01,63,3012,86.46,25000.0,3.2,1.2,0
234301,10263.21,1980,15,4244.34,3.12,32,550,414.25,11950.06,8.6,2.0,0
61745,5262.51,9771,14,1697.45,6.48,66,1206,196.89,6062.05,2.3,9.5,1
380608,11085.37,4098,7,4525.92,10.47,55,822,435.8,13587.37,4.9,1.9,0
101865,7439.73,15532,8,15535.82,8.11,11,3500,400.14,18137.86,3.3,6.4,1
384572,3418.06,8493,10,8697.4,0.38,27,1884,118.7,10870.94,7.2,9.3,1
222890,2965.79,21067,10,17577.89,14.31,50,3500,40.0,17187.19,5.9,6.7,0
33624,7552.96,20564,1,10969.44,12.69,82,3500,352.91,13917.62,8.1,1.3,1
33321,9499.78,11395,10,1422.76,3.98,110,1365,430.39,12713.42,5.1,6.4,1
413704,9705.81,15867,12,14617.56,9.29,32,2905,289.29,24588.04,1.0,9.1,1
294718,4395.45,8144,3,3094.43,13.86,28,1788,140.77,15677.91,2.9,3.9,0
408456,3644.59,21194,10,15998.21,1.53,11,3500,167.57,18310.5,10.0,3.8,1
184293,1675.94,12448,8,4193.95,7.6,116,3189,93.25,13947.81,4.6,3.2,0
413694,8631.59,18642,4,7563.48,6.9,83,3500,345.03,11045.39,6.6,5.5,1
269127,2303.97,3099,2,15464.16,6.21,7,1092,93.05,22467.24,9.1,3.1,0
196717,5917.99,22500,5,19130.4,12.55,6,2078,189.79,25000.0,1.2,7.5,0
422478,7817.66,6313,14,8057.25,5.77,11,770,192.71,8977.42,6.9,6.8,0
390975,11339.64,4353,2,16758.6,1.05,125,707,556.06,25000.0,3.6,4.6,0
193868,4773.92,19176,13,4625.05,1.08,25,2465,142.52,16452.18,3.5,7.5,0
145504,4122.61,2001,4,16336.42,0.74,141,496,173.73,24970.74,3.0,1.9,0
105257,8368.68,8922,2,13492.39,6.2,144,641,326.8,21781.63,8.4,7.7,0
74291,8002.01,8050,5,4662.13,10.8,28,912,364.94,15743.26,4.4,6.4,1
220176,4987.15,4750,11,6747.58,3.14,37,703,205.23,20327.8,1.6,6.7,0
200471,11245.07,7491,15,3503.65,9.73,47,1985,457.47,14815.41,1.9,1.6,1
399744,10371.05,16998,9,8276.37,10.34,86,3500,283.13,13191.91,2.3,6.6,1
482930,3851.82,4906,4,4869.32,3.9,122,1470,112.41,13876.44,9.1,5.4,1
322572,4011.0,19231,13,13235.96,9.05,9,2204,197.67,16968.77,4.8,5.4,0
228803,6879.15,1541,8,19895.6,10.3,127,354,307.9,25000.0,9.2,3.9,0
403518,9622.51,7427,15,1228.17,7.05,75,513,337.32,14684.35,8.4,1.1,0
485774,1962.42,16895,2,11277.48,5.12,93,2588,40.0,18401.05,8.5,4.8,0
403271,8780.02,24864,5,11899.67,9.33,146,3500,357.53,21676.29,3.6,4.6,1
121317,8306.48,8371,7,18369.97,14.67,120,1649,186.92,25000.0,3.4,4.8,0
149789,3930.54,6875,6,10614.1,6.46,39,722,99.79,13658.08,6.0,6.5,0
399593,8654.21,23982,15,11330.33,5.94,112,3500,434.18,18597.53,4.8,3.7,1
300843,11371.92,4176,5,9961.4,7.02,83,499,527.13,16231.43,5.6,3.4,0
83686,1991.25,22993,13,6109.18,1.24,15,3500,104.01,16918.03,1.5,5.5,0
77661,4856.35,13517,14,2064.55,8.34,79,2789,209.62,8579.71,9.7,6.3,1
54247,6100.86,22281,1,8764.5,5.0,48,3500,146.53,18228.34,1.5,6.1,0
255121,10942.23,3565,15,1999.24,1.91,149,1216,400.66,8838.3,2.6,8.9,1
157820,11603.75,2536,14,11459.36,7.05,129,580,449.39,12611.46,7.1,7.9,0
377257,6163.21,3546,6,6838.58,0.15,89,1109,210.56,8863.44,2.4,1.5,0
276765,9375.3,17424,7,11138.45,6.09,12,3500,357.5,12458.49,2.0,6.1,1
156106,7082.44,576,0,3551.64,1.68,83,149,348.26,5264.07,2.4,4.8,0
268930,7146.72,19951,14,18719.97,0.46,122,3500,258.78,23904.63,1.6,4.2,0
408342,4420.04,16380,8,17995.9,12.38,126,993,159.75,25000.0,3.3,9.6,0
146194,3778.04,16907,3,4609.93,13.75,78,3500,188.1,7335.41,3.4,5.1,1
290174,4524.06,22018,7,7525.44,3.19,32,3500,109.99,15974.51,5.5,7.5,1
354982,7341.44,17559,14,12656.36,8.14,144,1674,251.65,19895.71,4.9,9.7,1
356861,1806.13,23552,9,2818.04,4.24,124,3500,40.0,6166.65,5.3,2.4,0
458874,11026.11,4767,6,7736.79,7.45,112,1338,443.82,13442.51,6.5,1.5,1
48638,3140.98,6488,13,5771.13,6.61,131,2261,108.39,16433.67,3.1,3.8,0
339211,3810.93,24536,12,18394.82,4.11,67,3500,136.77,16933.68,2.2,1.4,0
128033,6941.9,9180,9,17197.7,10.54,105,2045,244.43,17668.48,8.9,2.1,0
115977,8956.21,1985,6,12016.82,1.98,97,626,304.71,24559.22,6.7,9.9,0
98869,2505.16,15213,1,10886.58,0.89,67,2437,130.66,20245.35,1.5,9.6,0
115186,4835.79,20543,15,18683.79,11.54,14,2109,176.54,22980.73,9.6,7.2,0
306818,11671.08,2919,0,18716.13,10.02,84,422,497.79,25000.0,7.2,7.8,0
176926,4254.6,24624,3,19417.27,7.53,41,3500,114.6,25000.0,2.4,2.3,0
56271,4787.03,24027,11,3382.2,7.07,15,2591,158.22,15655.72,9.7,6.4,1
345832,10283.23,15812,15,4050.6,7.51,119,2510,400.27,9461.6,4.3,2.4,1
441734,2027.25,3995,15,13858.0,6.61,94,797,74.7,19473.19,9.9,4.4,0
383220,6378.44,17640,1,11287.26,5.95,23,3500,292.86,19324.52,1.9,4.1,1
151339,5485.98,11216,7,1350.85,7.55,56,3500,197.91,4015.34,2.4,6.5,1
231897,4824.16,12942,9,2177.53,7.97,122,2430,230.3,16037.38,6.9,1.7,1
11062,4499.85,18663,15,17873.53,10.41,22,3500,198.74,21924.47,1.2,1.9,0
257736,2459.43,13461,6,17508.55,10.7,98,1460,93.03,20828.05,1.2,6.5,0
60448,4805.67,10807,7,7788.15,5.73,36,1157,144.66,20022.82,8.1,6.7,0
105462,1952.05,6987,10,17929.96,6.26,144,2409,115.93,17881.69,2.5,4.1,0
409445,9700.12,10164,5,12279.83,5.67,62,2164,341.69,12334.25,9.3,2.3,1
460009,5681.39,16860,0,16312.21,8.09,25,1952,226.19,23954.8,4.8,9.0,1
255885,6160.99,17142,13,9121.19,6.85,33,3500,243.74,14301.99,8.9,1.5,1
57915,10882.74,4575,12,3154.57,13.35,51,1349,424.95,14461.84,4.8,7.5,1
276776,8409.58,24898,12,9240.81,10.48,144,3500,316.92,10283.73,5.8,2.3,1
114592,1584.62,18002,11,9688.7,13.49,62,3500,40.0,14739.8,3.8,6.7,0
144668,11403.34,15785,8,11467.94,10.67,23,3500,375.29,14233.58,6.9,7.0,1
381923,3990.02,8131,5,3006.07,14.57,144,2603,229.79,14019.74,3.9,8.2,1
409384,2629.95,3517,11,19836.64,9.57,27,749,80.61,20822.52,3.0,4.6,0
118099,9565.35,21225,12,5638.6,14.46,137,3500,376.21,12464.17,1.7,1.2,1
17561,6755.01,18542,9,4772.5,2.46,126,3500,263.49,16463.41,1.5,8.3,1
477010,6054.59,18681,0,11009.26,0.88,121,3500,296.96,22707.48,3.8,5.0,1
92152,4119.78,1284,0,11206.96,8.73,67,105,261.45,20359.44,7.6,8.6,0
135036,7248.45,6191,15,9356.59,14.75,56,1022,297.93,15065.24,2.9,8.0,0
396193,4381.04,16265,7,15665.95,6.32,14,3500,167.39,21968.58,3.7,5.5,1
36734,10966.62,3696,5,10816.43,3.26,90,435,382.49,19619.11,9.1,10.0,0
409587,3759.65,10052,7,12584.21,7.87,15,1051,78.21,23441.49,6.8,5.2,0
36069,10785.73,9032,7,14751.18,9.77,99,1336,342.73,25000.0,9.3,7.3,1
220977,7373.76,17446,14,1475.48,4.8,76,1215,255.16,15282.99,9.2,7.0,1
22910,10199.13,5246,10,11842.24,10.75,132,1485,303.42,22013.04,1.6,5.7,0
345623,8984.88,3499,13,17799.69,14.63,52,482,413.34,18148.13,9.6,6.3,0
480951,8815.3,18077,7,1330.39,13.46,96,1758,373.77,12783.63,1.5,8.2,1
91264,4905.63,11802,9,8698.46,4.44,20,3183,183.64,19548.47,9.3,6.1,1
33275,3955.92,16952,14,18598.32,4.97,99,3500,213.71,25000.0,5.9,5.1,0
82274,3714.31,16095,6,7709.93,5.64,52,1062,95.01,20190.56,5.8,7.0,0
484665,10500.51,22563,6,9715.85,5.98,81,2935,379.02,16391.76,7.4,1.3,1
372920,10114.48,19312,9,19649.29,1.59,97,3500,307.89,25000.0,8.9,2.0,1
201076,6126.02,6700,3,4787.15,11.45,108,1176,283.76,5953.91,6.6,2.1,1
204053,2890.25,5896,8,2239.85,5.54,85,2014,75.09,11238.07,4.8,4.8,0
487875,5513.65,23877,11,17329.03,13.21,41,3397,221.33,22014.8,2.0,8.8,1
195625,8003.11,13910,1,17500.84,13.91,106,1745,370.25,25000.0,8.1,6.8,1
58447,6271.23,13703,10,9969.48,0.46,33,1702,319.39,21697.8,2.2,9.8,1
437745,9691.99,4098,8,10769.94,14.83,62,351,386.22,20984.8,7.5,1.4,0
398538,11975.04,11064,9,16880.32,10.68,98,3500,498.21,16245.18,5.8,7.5,1
85703,3506.89,13248,2,15032.63,7.85,90,3500,95.08,19252.48,4.5,3.8,0
348234,6326.33,17457,13,6037.83,5.9,114,3500,337.22,15878.81,6.5,1.2,1
289404,6025.33,21098,12,1320.97,7.83,45,3500,232.71,3442.37,8.0,8.4,1
122581,4697.17,8136,14,10114.3,4.94,48,2555,191.9,13157.02,9.5,2.5,1
275956,3580.0,18362,15,17319.33,9.38,141,3500,122.86,25000.0,3.4,2.9,0
431240,2189.77,10765,1,18020.86,1.49,94,3314,147.55,18103.84,9.5,4.1,1
199728,10814.75,10205,12,19168.3,9.35,113,1250,442.57,18002.5,9.6,8.1,1
388292,5908.41,23011,3,17711.7,4.2,63,3500,274.38,23716.97,8.3,6.6,1
430501,6717.4,14798,4,12020.83,0.36,114,3500,286.39,23920.7,8.9,3.4,1
495652,11127.89,23560,1,9447.51,8.34,110,3500,434.1,20408.13,7.2,2.5,1
126421,9651.05,19080,12,15722.15,8.72,135,3500,432.52,25000.0,1.4,2.0,1
11605,2870.26,10203,14,15056.61,6.46,11,3180,132.08,23841.09,6.2,2.3,0
474374,7436.91,13836,0,11224.73,1.18,86,2797,249.43,16665.59,7.7,8.8,1
82303,6143.65,8666,9,2659.22,13.41,20,2385,196.29,16433.39,9.5,9.3,1
168211,9870.72,16616,10,18595.55,9.21,53,3500,402.27,22422.67,6.1,9.7,1
480365,9104.44,6550,4,9656.45,1.82,125,695,409.55,14276.39,8.1,8.5,1
197210,8749.26,11684,8,7903.34,7.71,36,3500,431.94,14149.22,7.3,9.0,1
271949,5075.72,21534,14,12961.78,7.51,93,3500,114.17,22951.09,3.5,8.3,0
348269,9952.12,13212,11,13802.92,1.0,23,3342,399.37,24972.35,2.4,9.6,1
154990,2050.11,8984,11,5003.07,9.14,7,2905,106.49,10652.32,7.8,8.6,1
488871,3176.06,21410,14,16901.84,12.14,126,3500,141.83,21530.69,3.1,5.2,0
168518,5024.04,21296,4,6508.8,11.26,64,3500,251.43,18885.3,3.2,3.9,1
134040,2306.48,22327,11,4546.99,3.12,33,3500,125.04,6249.16,6.8,6.3,1
154118,3967.44,3093,10,8721.6,12.95,79,203,109.42,19167.57,8.1,6.5,0
428034,10216.59,10815,9,14880.64,5.2,74,2260,357.92,19809.34,6.2,6.2,1
241966,11456.64,15700,8,19343.71,14.2,87,2313,473.89,22369.71,9.0,7.4,1
276468,4698.32,9607,13,16376.34,1.17,105,3251,237.46,20911.05,2.9,7.3,1
348467,4277.42,23736,12,18866.62,7.34,94,2049,178.27,22536.27,3.3,1.8,0
281255,4438.87,23513,11,3671.51,9.0,21,3500,98.66,14773.25,6.7,3.6,1
441326,4416.05,4369,9,2352.36,3.79,39,1504,124.28,15945.21,8.5,9.0,1
26389,1877.27,15947,5,11596.39,11.59,117,3500,109.67,17666.04,5.9,6.3,0
132177,11232.62,8471,2,6515.65,9.44,126,2291,431.87,18038.06,1.1,4.0,1
313571,3743.83,24706,3,16733.04,0.37,52,3500,155.65,24901.71,7.1,8.7,1
482795,5910.04,3489,3,13767.77,9.16,21,503,289.67,17313.07,8.3,3.2,0
169818,1601.71,23946,0,19443.84,7.42,105,3500,40.0,25000.0,3.5,4.7,0
132883,10508.53,5840,2,5841.05,3.02,19,508,399.63,15341.44,1.5,3.5,0
228958,9177.15,10143,2,10229.9,14.94,132,3001,340.94,10489.41,5.7,8.8,1
248213,11440.94,4323,12,10523.57,13.47,116,679,475.41,15566.28,1.4,7.6,0
403333,9706.96,13954,13,5544.36,4.46,18,3500,426.92,19339.78,4.7,5.1,1
397952,4793.92,4432,0,12211.77,8.16,146,741,117.74,20053.75,1.2,9.4,0
122221,4102.67,10720,12,9422.43,4.82,101,2136,163.83,13883.12,3.0,9.3,0
487687,8826.02,9054,8,9487.71,11.65,123,2051,396.51,12840.48,4.5,7.4,1
285378,5323.18,2929,10,7892.0,13.96,15,880,120.19,11036.86,2.0,9.0,0
270669,7445.26,7944,0,1321.66,5.45,52,980,294.59,8278.67,2.0,7.5,1
244936,1565.7,11010,8,10919.81,12.1,71,1978,40.0,13248.3,8.4,6.7,0
325585,2149.8,11777,0,7369.71,7.53,29,1166,53.91,9653.19,1.4,4.8,0
10846,7121.36,11037,15,1025.08,6.01,90,913,159.6,7552.89,7.2,3.5,0
20954,7443.75,7647,1,6850.93,14.08,114,1846,367.39,15371.74,8.3,1.5,1
351383,9390.26,8131,1,6293.94,7.71,94,949,357.82,8938.34,2.2,8.2,1
254761,2885.64,4098,13,8475.51,7.06,13,319,75.07,9356.87,2.8,2.1,0
318658,6888.42,4829,5,3505.19,10.12,44,1589,291.95,5254.38,6.8,4.7,1
360380,3541.7,7218,6,10645.99,3.99,11,1590,89.55,13992.79,3.8,3.1,0
369723,2478.56,10423,10,14156.37,4.94,122,1046,42.28,15796.82,5.3,5.1,0
147541,5810.21,14282,0,12973.53,13.99,62,1086,307.92,19389.14,8.5,3.8,0
433321,3215.03,16976,2,16271.34,10.21,59,1629,219.03,20941.43,2.2,8.5,0
314245,3828.71,551,1,9588.16,12.42,18,111,123.55,13892.49,6.6,9.8,0
74323,4834.32,17202,7,10862.74,4.14,122,3500,246.74,21526.25,9.5,9.5,1
101922,4223.58,10684,8,16397.64,8.2,81,2696,186.75,21682.42,1.5,6.6,0
199139,2419.71,12968,12,9126.32,14.57,128,1340,40.0,10490.95,1.5,9.8,0
190448,2444.12,22572,1,14330.39,4.85,138,3500,51.36,17309.25,6.0,4.6,0
186659,3529.12,15979,1,9257.45,2.49,30,2900,218.72,22059.37,9.6,5.7,1
440192,2030.87,23902,9,8936.99,7.71,132,3500,40.0,21850.3,3.0,3.3,0
245659,8077.8,7710,14,15443.91,5.88,122,2316,437.16,17665.86,4.0,9.1,1
399678,4516.93,13434,8,4321.9,2.48,146,2146,152.11,7631.59,1.9,2.6,0
339728,4437.33,4456,13,7433.13,13.34,140,464,256.53,14390.45,4.3,6.5,0
114537,4985.98,6557,3,5259.27,14.86,28,2112,184.16,12466.46,1.4,8.2,1
350621,8459.36,11710,4,7823.09,8.57,89,1448,378.37,13590.26,4.5,6.4,1
251983,10641.66,15090,12,5377.12,11.64,67,2236,495.42,13183.34,6.0,1.7,1
52533,9470.41,23759,10,12008.71,12.9,30,3500,448.31,14625.51,9.8,6.5,1
273972,9139.06,21315,8,16165.25,10.54,14,3500,336.34,16426.28,8.4,7.9,1
11917,6586.11,14364,5,15945.65,0.76,110,3500,220.57,22172.52,8.4,2.7,1
292762,8784.96,2025,9,7925.52,2.45,121,233,347.34,20464.19,3.1,7.6,0
42254,7304.0,13777,11,19786.45,1.16,62,2283,227.14,19619.9,1.8,8.9,0
271987,3770.63,7543,8,12283.23,0.25,18,737,162.79,20989.18,6.4,9.9,0
377436,3690.18,18162,8,8588.61,4.66,77,3500,106.57,14563.54,5.7,4.7,1
57362,4612.12,9205,6,16875.25,5.95,43,1360,238.62,19321.9,5.6,1.2,0
292272,11063.43,6625,13,14867.61,3.69,126,1767,414.03,24984.51,2.0,4.8,0
395925,7247.86,8374,11,15236.23,1.06,148,503,202.8,20123.38,5.4,6.9,0
252353,9206.01,13029,9,4726.65,7.99,76,1015,438.29,13364.38,2.4,9.0,1
200455,5138.87,23784,8,9898.16,4.17,116,3500,214.72,15678.26,4.8,9.4,1
75545,5781.02,15455,4,17374.73,11.96,55,3500,232.7,16956.03,1.6,9.2,1
92180,2818.44,3000,15,10576.72,0.22,147,982,167.46,18195.14,8.7,6.9,0
97958,3298.6,3964,4,13985.6,12.65,93,1420,175.52,18633.41,1.1,7.1,0
413081,10187.24,19143,11,12170.74,14.33,42,3500,369.4,12864.43,9.5,1.0,1
405435,7640.81,16454,7,17004.78,10.77,109,1217,283.14,23349.38,8.8,4.3,0
311953,5044.09,24380,9,6406.66,11.03,83,3500,146.12,7253.65,7.8,9.2,1
388892,9929.94,19543,3,11934.03,14.01,93,3500,323.97,14257.99,9.8,7.2,1
15287,4088.46,755,8,3341.46,3.22,75,100,192.47,14827.07,1.5,5.2,0
267665,11748.34,2002,6,14114.0,14.92,94,300,489.54,13784.26,6.8,1.9,0
437603,5120.58,5156,6,14907.39,11.62,76,396,242.86,22332.78,8.6,3.2,0
18512,5041.77,10802,12,1813.91,10.93,20,2187,265.75,15797.32,2.1,6.0,1
142414,4775.08,5930,14,13840.03,5.48,115,727,229.73,15297.53,6.3,9.1,0
466292,2782.17,9098,2,8879.11,8.23,71,795,154.46,14525.74,4.5,1.9,0
118872,2666.94,20060,3,3357.84,9.84,69,3500,40.0,12167.74,4.9,2.4,0
422432,8305.1,16476,6,8978.24,9.34,17,2725,316.85,15038.0,9.2,6.9,1
257754,10688.74,2360,10,4690.43,10.6,122,522,475.78,13817.25,5.8,3.6,0
103070,9800.47,6658,10,8895.63,1.33,65,1896,333.61,14369.77,1.8,2.5,1
89767,2981.63,6306,13,8302.44,5.4,36,591,123.85,10572.51,9.4,2.6,0
107829,7228.61,21238,4,15029.44,6.57,144,3500,315.12,15181.13,2.7,5.4,1
429830,2608.71,17606,11,15710.1,3.98,99,1195,126.49,24245.84,9.0,6.3,0
439474,1975.59,24463,2,12533.54,2.67,45,3500,97.46,15128.94,9.7,9.1,1
497005,8392.05,9974,0,1431.05,2.17,140,2356,365.63,14161.69,8.9,5.8,1
52078,7119.1,17497,6,18689.42,5.56,29,3500,293.8,25000.0,7.1,7.2,1
378432,2361.25,20215,5,14038.43,7.45,137,3500,40.0,13873.64,7.7,2.6,0
93524,1866.86,6290,9,1649.71,1.04,49,677,100.02,5935.51,7.3,7.4,1
237645,11892.44,20000,14,16557.83,14.2,134,3500,489.93,19042.17,5.1,6.8,1
22219,1815.22,10670,6,4805.06,11.5,7,1907,40.0,13572.32,3.5,2.9,0
272379,6167.55,9504,14,12005.2,10.99,108,1937,315.69,22131.91,3.6,7.0,1
315073,6798.5,10478,13,9866.05,2.68,37,1248,298.63,10677.17,7.6,2.9,0
137309,2731.44,17214,1,8976.94,9.1,36,3500,40.24,12426.47,6.6,6.3,0
339588,3275.15,19096,12,17904.56,7.99,115,2005,90.14,21214.37,6.3,7.0,0
149639,5193.95,22377,11,9309.86,14.74,21,3500,179.56,11831.79,6.9,7.2,1
373978,9497.6,7732,3,2431.54,11.24,124,1842,351.67,11034.03,8.0,9.2,1
474008,6824.37,13174,1,18986.14,8.68,86,1101,287.63,23402.94,7.7,9.5,1
206513,8197.97,22498,7,18490.17,12.78,7,3500,279.1,20906.58,1.9,8.3,1
356699,11844.33,22797,6,14004.22,2.41,74,3500,530.18,19922.91,4.3,8.9,1
345842,9564.06,16552,0,9889.96,0.33,122,2563,434.85,14537.65,3.4,1.2,1
396594,6060.8,16274,1,2764.33,10.38,35,1199,273.4,8672.99,5.8,4.3,1
258320,6187.64,6413,1,16024.21,1.56,20,1601,249.72,18269.51,1.6,1.4,0
146487,7997.11,14602,3,2434.08,1.82,21,2512,366.76,10972.96,7.9,3.0,1
177231,8486.33,15889,2,2303.42,11.2,100,3500,325.66,9616.24,2.0,4.4,1
53925,6757.46,11067,0,11210.29,4.13,133,780,234.07,13520.45,3.4,8.8,0
147023,8271.04,6111,11,4042.44,9.47,116,438,390.35,5402.51,8.0,5.6,1
97388,1747.09,9932,13,1146.88,13.77,106,3424,85.76,4879.59,1.5,6.8,1
18007,6011.04,819,1,9039.16,4.82,76,286,206.24,9788.18,6.9,4.3,0
267802,4428.85,24969,15,3607.13,3.34,70,1706,156.27,10496.49,9.3,6.4,1
445048,2856.33,13186,10,4049.79,1.69,115,3500,77.43,8166.09,6.6,8.3,1
68596,2545.24,21084,8,2461.3,2.04,41,2666,202.92,9434.96,7.4,3.7,1
393245,7833.52,5291,12,4896.78,1.03,95,1431,313.55,10200.27,8.1,9.4,1
433739,6997.81,829,0,14594.2,1.41,88,266,287.8,20669.55,3.0,2.9,0
361005,4162.63,9351,8,16369.62,6.54,115,844,202.57,24505.96,6.2,9.3,0
265266,6444.98,11810,6,9598.14,4.88,66,1555,197.03,15909.59,3.8,1.3,0
